system:index,NDVI,.geo
180,0.04172721610961179,"{""type"":""Point"",""coordinates"":[72.92031985136948,19.099677716723924]}"
181,0.3896276595744681,"{""type"":""Point"",""coordinates"":[72.94023807174555,19.092587415921706]}"
182,-0.1405852417302799,"{""type"":""Point"",""coordinates"":[72.90903475233645,18.963119125534927]}"
183,-0.15329441201000835,"{""type"":""Point"",""coordinates"":[72.93216369105791,18.971708765539447]}"
184,0.05930689531975706,"{""type"":""Point"",""coordinates"":[72.86918226002578,19.123382087693354]}"
185,0.34702702702702704,"{""type"":""Point"",""coordinates"":[72.94017704160687,18.96966478305731]}"
186,0.11339173967459325,"{""type"":""Point"",""coordinates"":[72.94244610225215,19.081741372183874]}"
187,0.07255119860295285,"{""type"":""Point"",""coordinates"":[73.08863536660758,19.046822578031588]}"
188,0.39822643844091565,"{""type"":""Point"",""coordinates"":[72.9251533368208,19.18693940045881]}"
189,-0.1305921052631579,"{""type"":""Point"",""coordinates"":[72.9495061033981,18.97301252014865]}"
190,0.19161676646706588,"{""type"":""Point"",""coordinates"":[72.82715864476012,19.191067972666264]}"
191,0.30734767025089604,"{""type"":""Point"",""coordinates"":[73.05279477874217,19.158316947299696]}"
192,-0.09747899159663866,"{""type"":""Point"",""coordinates"":[72.77447101850984,19.03994339737105]}"
193,-0.13027001421127427,"{""type"":""Point"",""coordinates"":[72.87665967935118,18.98732701448783]}"
194,0.1386794608179118,"{""type"":""Point"",""coordinates"":[72.98798509929135,19.074113317213232]}"
195,0.17139334155363747,"{""type"":""Point"",""coordinates"":[73.05610208686079,19.051732870401562]}"
196,-0.14019272614236866,"{""type"":""Point"",""coordinates"":[72.97047052633083,18.97194264402835]}"
197,0.5465424463898482,"{""type"":""Point"",""coordinates"":[72.8627801843356,19.15589658559811]}"
198,-0.1327543424317618,"{""type"":""Point"",""coordinates"":[72.89457251715736,18.934224394275336]}"
199,0.25226905383563347,"{""type"":""Point"",""coordinates"":[72.95969333102131,19.04428012856659]}"
200,0.11351499383814871,"{""type"":""Point"",""coordinates"":[72.84844021693289,19.019635969164458]}"
201,0.18360761535979347,"{""type"":""Point"",""coordinates"":[72.86434451279894,19.024302027575473]}"
202,-0.12107925801011804,"{""type"":""Point"",""coordinates"":[72.80757138871415,19.013612191948155]}"
203,0.35698248765154916,"{""type"":""Point"",""coordinates"":[72.98777417265738,19.160091749542442]}"
204,0.057883369330453564,"{""type"":""Point"",""coordinates"":[72.8788810988928,19.11102094036289]}"
205,0.06998654104979811,"{""type"":""Point"",""coordinates"":[73.01660891970151,19.099211936337838]}"
206,0.1635068607939667,"{""type"":""Point"",""coordinates"":[73.03581913385901,19.071935926098984]}"
207,0.07945900253592561,"{""type"":""Point"",""coordinates"":[72.83487671105647,19.15612842884852]}"
208,0.35996368588288696,"{""type"":""Point"",""coordinates"":[72.80292495906039,19.196716911737106]}"
209,-0.09721362229102168,"{""type"":""Point"",""coordinates"":[72.92893880669428,18.990645903023683]}"
210,0.15939791586260132,"{""type"":""Point"",""coordinates"":[72.83885969874827,19.12547941484853]}"
211,0.39713527851458885,"{""type"":""Point"",""coordinates"":[72.86153743816523,19.16930133956576]}"
