ndvi,longitude,latitude
-0.061978334221275,72.9717913339749,19.114485702942375
-0.1028749567024593,72.76108784489246,19.013402360052737
0.1051612168166799,72.82976023193935,19.116442515278873
0.3894187330589298,73.03856716330164,19.177325363510832
-0.1220265678097003,72.90843566904321,18.99006217362121
-0.0896202531645569,72.79441217617176,18.993236650121773
-0.104965011662779,72.98334154448271,19.03851464072034
0.0839008444565513,73.00400170178395,18.978526323815995
0.0619469026548672,72.95058603446263,18.95083291739759
0.2087988022572843,73.0061412305554,19.043528735922177
-0.0513089005235602,72.97302396281539,19.110412321063762
0.0622881355932203,72.92003862275465,19.044051092761556
0.177939646201873,72.90086199051278,19.099820576121605
-0.1011660888748818,72.96867834399347,18.976245448271907
0.0911635345861655,72.7898193294477,19.139097968750114
0.4589445608687369,73.04093071589286,19.16710557338195
0.2241359644119995,73.05148921464588,19.029923059813207
0.3227759664648346,72.97636374318255,18.95610903080998
-0.1146594190589434,72.77779211063638,18.98822662387013
0.1997953964194373,72.84254784122163,19.145857855116223
0.3958765135813243,72.84394263310782,19.04864035339654
0.0542962572482867,73.00475363935762,18.99888235091512
0.0405376110990678,72.92808862228006,19.056368266241396
0.3772441898887542,73.04353557382939,19.04419278589805
0.2766155276615528,72.98346578791234,18.962378715506397
0.2974581525108493,72.97938321942293,19.105169394441546
0.3819672131147541,72.8905835692239,19.190982666145352
-0.1096389532957933,72.7762221682339,19.10293811406721
0.0501450476585163,72.89471130541051,19.02177025947312
0.4405643738977072,72.9242431949262,19.028298750136152
0.3152558358877623,72.97357327532718,19.137380913959394
0.1376404494382022,73.05840222235292,19.065470044142828
0.2899408284023668,73.05978519835942,19.16223734503945
0.4032854209445585,72.92640549635539,19.15883211068428
0.0922271445831655,72.9779672077448,19.10755103553996
0.1537171604248183,72.85355139375531,19.087279580178414
0.2763428571428571,72.97053700789169,19.193226401062955
0.0982066609735269,72.82710486323865,19.08465126163966
0.3275643731532292,72.88602680042504,19.12322021905159
0.3665913777865069,73.0234969490779,19.124042414956932
-0.1115485564304462,72.81674742283123,19.100137987723862
-0.130221882172915,72.88548612569504,18.985136736681397
0.0891863081842946,72.85835854333392,19.174215991670803
0.0673465052050138,72.81754887113252,19.18892848545078
0.0922222222222222,73.03021424337794,18.992718326692493
0.2013311148086522,72.83852823299412,19.18801150755464
0.2508458192363461,72.96115009046491,18.938490855431617
0.0800687941907127,72.87957143029512,19.02499784163493
-0.07779632721202,72.82379436227954,19.039275777858602
